Likert Scale,Count Negative,Numerical Responses - Text,Quota Carrying Role - Yes/No Question View Filter Only,Quota Carrying Role,WFH Prior to Current Situation,Number of Records,WFH Prior to Current Situation - Question View Filter Only,Response (group),Emp Hash,Other,Question,Question Text,Question Type,Region,Numeric Response Value,Numeric Responses Text,Response
,0,"aboration (inc. meetings, etc)|Social|It is my pre",,No or don't know,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment",e73bef517a8c87e85ebf5b09f1fc55a2,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment","collaboration (inc. meetings, etc)|social|it is my preferred working environment","Collaboration (inc. meetings, etc)|Social|It is my preferred working environment"
,0,,,Yes,Never/0 days a week,1,,,e78acbd017c71bdf4d0869daca4a1624,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,,,
,0,"aboration (inc. meetings, etc)|Social|My manager r",,No or don't know,1 day a week,1,,"Collaboration (inc. meetings, etc)|Social|My manager required or expected me to come to the office",e78c9b0e3a0647ef4810ae06fdfd93fc,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|My manager required or expected me to come to the office","collaboration (inc. meetings, etc)|social|my manager required or expected me to come to the office","Collaboration (inc. meetings, etc)|Social|My manager required or expected me to come to the office"
,0,"aboration (inc. meetings, etc)|Social|My manager r",,No or don't know,2 days a week,1,,"Collaboration (inc. meetings, etc)|Social|My manager required or expected me to come to the office",e86b58e2686c8f703a2adbaedf9c3560,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|My manager required or expected me to come to the office","collaboration (inc. meetings, etc)|social|my manager required or expected me to come to the office","Collaboration (inc. meetings, etc)|Social|My manager required or expected me to come to the office"
,0,"aboration (inc. meetings, etc)|Social|It is my pre",,No or don't know,1 day a week,1,,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment",e87acb88088ac5005f2bee2ed18e4d7a,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment","collaboration (inc. meetings, etc)|social|it is my preferred working environment","Collaboration (inc. meetings, etc)|Social|It is my preferred working environment"
,0,"aboration (inc. meetings, etc)|Social|It is my pre",,No or don't know,1 day a week,1,,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office",e8ddec0cdb6e4097a84d467f6f418324,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office","collaboration (inc. meetings, etc)|social|it is my preferred working environment|my manager required or expected me to come to the office","Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office"
,0,"aboration (inc. meetings, etc)|My manager required",,Yes,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|My manager required or expected me to come to the office|Other",e8feb0ad4d6a875bc18c6deeaebecaad,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|My manager required or expected me to come to the office|Other","collaboration (inc. meetings, etc)|my manager required or expected me to come to the office|other","Collaboration (inc. meetings, etc)|My manager required or expected me to come to the office|Other"
,0,"aboration (inc. meetings, etc)|Social|It is my pre",,Yes,1 day a week,1,,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office",e95d491b28768e08501fb0f79be86bfb,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office","collaboration (inc. meetings, etc)|social|it is my preferred working environment|my manager required or expected me to come to the office","Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office"
,0,"aboration (inc. meetings, etc)|My manager required",,No or don't know,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|My manager required or expected me to come to the office",eb0178980d110b8c0caef2e5f9129eab,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|My manager required or expected me to come to the office","collaboration (inc. meetings, etc)|my manager required or expected me to come to the office","Collaboration (inc. meetings, etc)|My manager required or expected me to come to the office"
,0,"aboration (inc. meetings, etc)|Social|It is my pre",,Yes,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office",eb101d7eef150524b3cd895d08e4f673,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office","collaboration (inc. meetings, etc)|social|it is my preferred working environment|my manager required or expected me to come to the office","Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office"
,0,,,Yes,"Always, I am Ohana@Home",1,,,eb18b73a3347d80b2e86c9d32ba86f2b,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,,,
,0,"aboration (inc. meetings, etc)|Social|It is my pre",,No or don't know,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office",eb5c76e150fb4f6d2abc0996cbdf5bfd,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office","collaboration (inc. meetings, etc)|social|it is my preferred working environment|my manager required or expected me to come to the office","Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office"
,0,"aboration (inc. meetings, etc)|It is my preferred ",,No or don't know,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|It is my preferred working environment",eb6ef23b0f43a4a5b7efecb9b94053eb,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|It is my preferred working environment","collaboration (inc. meetings, etc)|it is my preferred working environment","Collaboration (inc. meetings, etc)|It is my preferred working environment"
,0,"aboration (inc. meetings, etc)|Social",,No or don't know,3 days a week,1,,"Collaboration (inc. meetings, etc)|Social",eb81a1d0ef4b921412c621c41ca98d71,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social","collaboration (inc. meetings, etc)|social","Collaboration (inc. meetings, etc)|Social"
,0,"aboration (inc. meetings, etc)|Social|It is my pre",,No or don't know,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment",eba7267f9da84da1db73917d03fa74a7,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment","collaboration (inc. meetings, etc)|social|it is my preferred working environment","Collaboration (inc. meetings, etc)|Social|It is my preferred working environment"
,0,anager required or expected me to come to the offi,,No or don't know,Never/0 days a week,1,,My manager required or expected me to come to the office,ebc497eb918e72a50eeae675d27057ac,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,My manager required or expected me to come to the office,my manager required or expected me to come to the office,My manager required or expected me to come to the office
,0,"aboration (inc. meetings, etc)|It is my preferred ",,No or don't know,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|It is my preferred working environment|Other",eca550f74d0948fd8c093ac3381f5573,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|It is my preferred working environment|Other","collaboration (inc. meetings, etc)|it is my preferred working environment|other","Collaboration (inc. meetings, etc)|It is my preferred working environment|Other"
,0,anager required or expected me to come to the offi,,No or don't know,Never/0 days a week,1,,My manager required or expected me to come to the office,ed15af457ae1970d0c64d66b1f8337f1,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,My manager required or expected me to come to the office,my manager required or expected me to come to the office,My manager required or expected me to come to the office
,0,"aboration (inc. meetings, etc)|It is my preferred ",,Yes,1 day a week,1,,"Collaboration (inc. meetings, etc)|It is my preferred working environment|Other",edbf68b0fb1a330192c07a09a4486cd2,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|It is my preferred working environment|Other","collaboration (inc. meetings, etc)|it is my preferred working environment|other","Collaboration (inc. meetings, etc)|It is my preferred working environment|Other"
